Species,River,Site,Quadrat,Live,Dead
P. dombeyanus,Angelina,7,22,,
P. dombeyanus,Angelina,7,23,,
P. dombeyanus,Angelina,7,24,,
P. dombeyanus,Angelina,7,25,,
P. dombeyanus,Angelina,7,26,,
P. dombeyanus,Angelina,7,27,,
P. riddellii,Angelina,7,1,,
P. riddellii,Angelina,7,2,,
P. riddellii,Angelina,7,3,,
P. riddellii,Angelina,7,4,,
P. riddellii,Angelina,7,5,,
P. riddellii,Angelina,7,6,,
P. riddellii,Angelina,7,7,,
P. riddellii,Angelina,7,8,,
P. riddellii,Angelina,7,9,,
P. riddellii,Angelina,7,1,,
P. riddellii,Angelina,7,11,,
P. riddellii,Angelina,7,12,,
P. riddellii,Angelina,7,13,,
P. riddellii,Angelina,7,14,,
P. riddellii,Angelina,7,15,,
P. riddellii,Angelina,7,16,,
P. riddellii,Angelina,7,17,,
P. riddellii,Angelina,7,18,,
P. riddellii,Angelina,7,19,,
P. riddellii,Angelina,7,2,,
P. riddellii,Angelina,7,21,,
P. riddellii,Angelina,7,22,,
P. riddellii,Angelina,7,23,,
P. riddellii,Angelina,7,24,,
P. riddellii,Angelina,7,25,,
P. riddellii,Angelina,7,26,,
P. riddellii,Angelina,7,27,,
P. amphichaenus,Angelina,7,1,,
P. amphichaenus,Angelina,7,2,,
P. amphichaenus,Angelina,7,3,,
P. amphichaenus,Angelina,7,4,,
P. amphichaenus,Angelina,7,5,,
P. amphichaenus,Angelina,7,6,,
P. amphichaenus,Angelina,7,7,,
P. amphichaenus,Angelina,7,8,,
P. amphichaenus,Angelina,7,9,,
P. amphichaenus,Angelina,7,1,,
P. amphichaenus,Angelina,7,11,,
P. amphichaenus,Angelina,7,12,,
P. amphichaenus,Angelina,7,13,,
P. amphichaenus,Angelina,7,14,,
P. amphichaenus,Angelina,7,15,,
P. amphichaenus,Angelina,7,16,,
P. amphichaenus,Angelina,7,17,,
P. amphichaenus,Angelina,7,18,,
P. amphichaenus,Angelina,7,19,,
P. amphichaenus,Angelina,7,2,,
P. amphichaenus,Angelina,7,21,,
P. amphichaenus,Angelina,7,22,,
P. amphichaenus,Angelina,7,23,,
P. amphichaenus,Angelina,7,24,,
P. amphichaenus,Angelina,7,25,,
P. amphichaenus,Angelina,7,26,,
P. amphichaenus,Angelina,7,27,,
P. purpurtus ,Angelina,7,1,,
P. purpurtus ,Angelina,7,2,,
P. purpurtus ,Angelina,7,3,,
P. purpurtus ,Angelina,7,4,,
P. purpurtus ,Angelina,7,5,,
P. purpurtus ,Angelina,7,6,,
P. purpurtus ,Angelina,7,7,,
P. purpurtus ,Angelina,7,8,,
P. purpurtus ,Angelina,7,9,,
P. purpurtus ,Angelina,7,1,,
P. purpurtus ,Angelina,7,11,,
P. purpurtus ,Angelina,7,12,,
P. purpurtus ,Angelina,7,13,,
P. purpurtus ,Angelina,7,14,,
P. purpurtus ,Angelina,7,15,,
P. purpurtus ,Angelina,7,16,,
P. purpurtus ,Angelina,7,17,,
P. purpurtus ,Angelina,7,18,,
P. purpurtus ,Angelina,7,19,,
P. purpurtus ,Angelina,7,2,,
P. purpurtus ,Angelina,7,21,,
P. purpurtus ,Angelina,7,22,,
P. purpurtus ,Angelina,7,23,,
P. purpurtus ,Angelina,7,24,,
P. purpurtus ,Angelina,7,25,,
P. purpurtus ,Angelina,7,26,,
P. purpurtus ,Angelina,7,27,,
P. grandis,Angelina,7,1,,
P. grandis,Angelina,7,2,,
P. grandis,Angelina,7,3,,
P. grandis,Angelina,7,4,,
P. grandis,Angelina,7,5,,
P. grandis,Angelina,7,6,,
P. grandis,Angelina,7,7,,
P. grandis,Angelina,7,8,,
P. grandis,Angelina,7,9,,
P. grandis,Angelina,7,1,,
P. grandis,Angelina,7,11,,
P. grandis,Angelina,7,12,,
P. grandis,Angelina,7,13,,
P. grandis,Angelina,7,14,,
P. grandis,Angelina,7,15,,
P. grandis,Angelina,7,16,,
P. grandis,Angelina,7,17,,
P. grandis,Angelina,7,18,,
P. grandis,Angelina,7,19,,
P. grandis,Angelina,7,2,,
P. grandis,Angelina,7,21,,
P. grandis,Angelina,7,22,,
P. grandis,Angelina,7,23,,
P. grandis,Angelina,7,24,,
P. grandis,Angelina,7,25,,
P. grandis,Angelina,7,26,,
P. grandis,Angelina,7,27,,
Q. apiculata,Angelina,7,1,,
Q. apiculata,Angelina,7,2,,
Q. apiculata,Angelina,7,3,,
Q. apiculata,Angelina,7,4,,
Q. apiculata,Angelina,7,5,,
Q. apiculata,Angelina,7,6,,
Q. apiculata,Angelina,7,7,,
Q. apiculata,Angelina,7,8,,
Q. apiculata,Angelina,7,9,,
Q. apiculata,Angelina,7,1,,
Q. apiculata,Angelina,7,11,,
Q. apiculata,Angelina,7,12,,
Q. apiculata,Angelina,7,13,,
Q. apiculata,Angelina,7,14,,
Q. apiculata,Angelina,7,15,,
Q. apiculata,Angelina,7,16,,
Q. apiculata,Angelina,7,17,,
Q. apiculata,Angelina,7,18,,
Q. apiculata,Angelina,7,19,,
Q. apiculata,Angelina,7,2,,
Q. apiculata,Angelina,7,21,,
Q. apiculata,Angelina,7,22,,
Q. apiculata,Angelina,7,23,,
Q. apiculata,Angelina,7,24,,
Q. apiculata,Angelina,7,25,,
Q. apiculata,Angelina,7,26,,
Q. apiculata,Angelina,7,27,,
Q. mortoni,Angelina,7,1,,
Q. mortoni,Angelina,7,2,,
Q. mortoni,Angelina,7,3,,
Q. mortoni,Angelina,7,4,,
Q. mortoni,Angelina,7,5,1,
Q. mortoni,Angelina,7,6,,
Q. mortoni,Angelina,7,7,,
Q. mortoni,Angelina,7,8,,
Q. mortoni,Angelina,7,9,,
Q. mortoni,Angelina,7,1,,
Q. mortoni,Angelina,7,11,,1
Q. mortoni,Angelina,7,12,,
Q. mortoni,Angelina,7,13,,
Q. mortoni,Angelina,7,14,,
Q. mortoni,Angelina,7,15,,
Q. mortoni,Angelina,7,16,,
Q. mortoni,Angelina,7,17,,
Q. mortoni,Angelina,7,18,,
Q. mortoni,Angelina,7,19,,
Q. mortoni,Angelina,7,2,3,
Q. mortoni,Angelina,7,21,,
Q. mortoni,Angelina,7,22,3,
Q. mortoni,Angelina,7,23,,
Q. mortoni,Angelina,7,24,1,
Q. mortoni,Angelina,7,25,1,
Q. mortoni,Angelina,7,26,,
Q. mortoni,Angelina,7,27,,
Q. nobilis,Angelina,7,1,,
Q. nobilis,Angelina,7,2,,
Q. nobilis,Angelina,7,3,,
Q. nobilis,Angelina,7,4,,
Q. nobilis,Angelina,7,5,,
Q. nobilis,Angelina,7,6,,
Q. nobilis,Angelina,7,7,,
Q. nobilis,Angelina,7,8,,
Q. nobilis,Angelina,7,9,,
Q. nobilis,Angelina,7,1,,
Q. nobilis,Angelina,7,11,,
Q. nobilis,Angelina,7,12,,
Q. nobilis,Angelina,7,13,,
Q. nobilis,Angelina,7,14,,
Q. nobilis,Angelina,7,15,,
Q. nobilis,Angelina,7,16,,
Q. nobilis,Angelina,7,17,,
Q. nobilis,Angelina,7,18,,
Q. nobilis,Angelina,7,19,,
Q. nobilis,Angelina,7,2,,
Q. nobilis,Angelina,7,21,,
Q. nobilis,Angelina,7,22,,
Q. nobilis,Angelina,7,23,,
Q. nobilis,Angelina,7,24,,
Q. nobilis,Angelina,7,25,,
Q. nobilis,Angelina,7,26,,
Q. nobilis,Angelina,7,27,,
Q.verrucosa,Angelina,7,1,,
Q.verrucosa,Angelina,7,2,,
Q.verrucosa,Angelina,7,3,,
Q.verrucosa,Angelina,7,4,,
Q.verrucosa,Angelina,7,5,,
Q.verrucosa,Angelina,7,6,,
Q.verrucosa,Angelina,7,7,,
Q.verrucosa,Angelina,7,8,,
Q.verrucosa,Angelina,7,9,,
Q.verrucosa,Angelina,7,1,,
Q.verrucosa,Angelina,7,11,,
Q.verrucosa,Angelina,7,12,,
Q.verrucosa,Angelina,7,13,,
Q.verrucosa,Angelina,7,14,,
Q.verrucosa,Angelina,7,15,,
Q.verrucosa,Angelina,7,16,,
Q.verrucosa,Angelina,7,17,,
Q.verrucosa,Angelina,7,18,,
Q.verrucosa,Angelina,7,19,1,
Q.verrucosa,Angelina,7,2,,
Q.verrucosa,Angelina,7,21,8,
Q.verrucosa,Angelina,7,22,,
Q.verrucosa,Angelina,7,23,,
Q.verrucosa,Angelina,7,24,1,
Q.verrucosa,Angelina,7,25,6,
Q.verrucosa,Angelina,7,26,,
Q.verrucosa,Angelina,7,27,,
S. undulatus,Angelina,7,1,,
S. undulatus,Angelina,7,2,,
S. undulatus,Angelina,7,3,,
S. undulatus,Angelina,7,4,,
S. undulatus,Angelina,7,5,,
S. undulatus,Angelina,7,6,,
S. undulatus,Angelina,7,7,,
S. undulatus,Angelina,7,8,,
S. undulatus,Angelina,7,9,,
S. undulatus,Angelina,7,1,,
S. undulatus,Angelina,7,11,,
S. undulatus,Angelina,7,12,,
S. undulatus,Angelina,7,13,,
S. undulatus,Angelina,7,14,,
S. undulatus,Angelina,7,15,,
S. undulatus,Angelina,7,16,,
S. undulatus,Angelina,7,17,,
S. undulatus,Angelina,7,18,,
S. undulatus,Angelina,7,19,,
S. undulatus,Angelina,7,2,,
S. undulatus,Angelina,7,21,,
S. undulatus,Angelina,7,22,,
S. undulatus,Angelina,7,23,,
S. undulatus,Angelina,7,24,,
S. undulatus,Angelina,7,25,,
S. undulatus,Angelina,7,26,,
S. undulatus,Angelina,7,27,,
T. parvum,Angelina,7,1,,
T. parvum,Angelina,7,2,,
T. parvum,Angelina,7,3,,
T. parvum,Angelina,7,4,,
T. parvum,Angelina,7,5,,
T. parvum,Angelina,7,6,,
T. parvum,Angelina,7,7,,
T. parvum,Angelina,7,8,,
T. parvum,Angelina,7,9,,
T. parvum,Angelina,7,1,,
T. parvum,Angelina,7,11,,
T. parvum,Angelina,7,12,,
T. parvum,Angelina,7,13,,
T. parvum,Angelina,7,14,,
T. parvum,Angelina,7,15,,
T. parvum,Angelina,7,16,,
T. parvum,Angelina,7,17,,
T. parvum,Angelina,7,18,,
T. parvum,Angelina,7,19,,
T. parvum,Angelina,7,2,,
T. parvum,Angelina,7,21,,
T. parvum,Angelina,7,22,,
T. parvum,Angelina,7,23,,
T. parvum,Angelina,7,24,,
T. parvum,Angelina,7,25,,
T. parvum,Angelina,7,26,,
T. parvum,Angelina,7,27,,
T. texasense,Angelina,7,1,,
T. texasense,Angelina,7,2,,
T. texasense,Angelina,7,3,,
T. texasense,Angelina,7,4,,
T. texasense,Angelina,7,5,,
T. texasense,Angelina,7,6,,
T. texasense,Angelina,7,7,,
T. texasense,Angelina,7,8,,
T. texasense,Angelina,7,9,,
T. texasense,Angelina,7,1,,
T. texasense,Angelina,7,11,,
T. texasense,Angelina,7,12,,
T. texasense,Angelina,7,13,,
T. texasense,Angelina,7,14,,
T. texasense,Angelina,7,15,,
T. texasense,Angelina,7,16,,
T. texasense,Angelina,7,17,,
T. texasense,Angelina,7,18,,
T. texasense,Angelina,7,19,,
T. texasense,Angelina,7,2,,
T. texasense,Angelina,7,21,,
T. texasense,Angelina,7,22,,
T. texasense,Angelina,7,23,,
T. texasense,Angelina,7,24,,
T. texasense,Angelina,7,25,,
T. texasense,Angelina,7,26,,
T. texasense,Angelina,7,27,,
T. truncata,Angelina,7,1,,
T. truncata,Angelina,7,2,,
T. truncata,Angelina,7,3,,
T. truncata,Angelina,7,4,,
T. truncata,Angelina,7,5,,
T. truncata,Angelina,7,6,1,
T. truncata,Angelina,7,7,,
T. truncata,Angelina,7,8,,
T. truncata,Angelina,7,9,,
T. truncata,Angelina,7,1,,
T. truncata,Angelina,7,11,,
T. truncata,Angelina,7,12,,
T. truncata,Angelina,7,13,,
T. truncata,Angelina,7,14,,
T. truncata,Angelina,7,15,,
T. truncata,Angelina,7,16,,
T. truncata,Angelina,7,17,,
T. truncata,Angelina,7,18,,
T. truncata,Angelina,7,19,,
T. truncata,Angelina,7,2,,
T. truncata,Angelina,7,21,,
T. truncata,Angelina,7,22,,
T. truncata,Angelina,7,23,,
T. truncata,Angelina,7,24,,
T. truncata,Angelina,7,25,,
T. truncata,Angelina,7,26,,
T. truncata,Angelina,7,27,,
U. declivis,Angelina,7,1,,
U. declivis,Angelina,7,2,,
U. declivis,Angelina,7,3,,
U. declivis,Angelina,7,4,,
U. declivis,Angelina,7,5,,
U. declivis,Angelina,7,6,,
U. declivis,Angelina,7,7,,
U. declivis,Angelina,7,8,,
U. declivis,Angelina,7,9,,
U. declivis,Angelina,7,1,,
U. declivis,Angelina,7,11,,
U. declivis,Angelina,7,12,,
U. declivis,Angelina,7,13,,
U. declivis,Angelina,7,14,,
U. declivis,Angelina,7,15,,
U. declivis,Angelina,7,16,,
U. declivis,Angelina,7,17,,
U. declivis,Angelina,7,18,,
U. declivis,Angelina,7,19,,
U. declivis,Angelina,7,2,,
U. declivis,Angelina,7,21,,
U. declivis,Angelina,7,22,,
U. declivis,Angelina,7,23,,
U. declivis,Angelina,7,24,,
U. declivis,Angelina,7,25,,
U. declivis,Angelina,7,26,,
U. declivis,Angelina,7,27,,
U. imbecillis,Angelina,7,1,,
U. imbecillis,Angelina,7,2,,
U. imbecillis,Angelina,7,3,,
U. imbecillis,Angelina,7,4,,
U. imbecillis,Angelina,7,5,,
U. imbecillis,Angelina,7,6,,
U. imbecillis,Angelina,7,7,,
U. imbecillis,Angelina,7,8,,
U. imbecillis,Angelina,7,9,,
U. imbecillis,Angelina,7,1,,
U. imbecillis,Angelina,7,11,,
U. imbecillis,Angelina,7,12,,
U. imbecillis,Angelina,7,13,,
U. imbecillis,Angelina,7,14,,
U. imbecillis,Angelina,7,15,,
U. imbecillis,Angelina,7,16,,
U. imbecillis,Angelina,7,17,,
U. imbecillis,Angelina,7,18,,
U. imbecillis,Angelina,7,19,,
U. imbecillis,Angelina,7,2,,
U. imbecillis,Angelina,7,21,,
U. imbecillis,Angelina,7,22,,
U. imbecillis,Angelina,7,23,,
U. imbecillis,Angelina,7,24,,
U. imbecillis,Angelina,7,25,,
U. imbecillis,Angelina,7,26,,
U. imbecillis,Angelina,7,27,,
V. lienosa,Angelina,7,1,,
V. lienosa,Angelina,7,2,,
V. lienosa,Angelina,7,3,,
V. lienosa,Angelina,7,4,,
V. lienosa,Angelina,7,5,,
V. lienosa,Angelina,7,6,,
V. lienosa,Angelina,7,7,,
V. lienosa,Angelina,7,8,,
V. lienosa,Angelina,7,9,,
V. lienosa,Angelina,7,1,,
V. lienosa,Angelina,7,11,,
V. lienosa,Angelina,7,12,,
V. lienosa,Angelina,7,13,,
V. lienosa,Angelina,7,14,,
V. lienosa,Angelina,7,15,,
V. lienosa,Angelina,7,16,,
V. lienosa,Angelina,7,17,,
V. lienosa,Angelina,7,18,,
V. lienosa,Angelina,7,19,,
V. lienosa,Angelina,7,2,,
V. lienosa,Angelina,7,21,,
V. lienosa,Angelina,7,22,,
V. lienosa,Angelina,7,23,,
V. lienosa,Angelina,7,24,,
V. lienosa,Angelina,7,25,,
V. lienosa,Angelina,7,26,,
V. lienosa,Angelina,7,27,,
